2019-07-30 16:48:21,b'RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters'
2019-07-30 16:45:02,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:43:29,"b'RT @HoxworthUC: #CRITICAL APPEAL: Due to multiple traumas &amp; organ transplants, Hoxworth is in #emergency need of red cells from ALL #bloodt\xe2\x80\xa6'"
2019-07-30 16:43:00,"b'RT @terapump_socal: No Leak, No Hassle and No Worries. https://t.co/enPWSBgqvr #TRFA01 #emergency #safetyfirst #beprepared #pump #handy htt\xe2\x80\xa6'"
2019-07-30 16:42:56,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:42:19,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:41:48,"b""RT @sophiaxiomara: I really need #help. Please #rt or #donate if you can. $deatroit https://t.co/evPaMlqFcc I need #medicine and I'm still\xe2\x80\xa6"""
2019-07-30 16:40:42,b'RT @JermarcusRobin2: #RESISTANCE #REDALERT #DUMPTRUMP #EMERGENCY #BREAKINGNEWS #TRUMPRUSSIA #MOSCOWMITCH\n\nShep Smith calls out Moscow Mitch\xe2\x80\xa6'
2019-07-30 16:38:48,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:36:14,b'Stay emergency prepared if at all possible.  Contact us for your power solutions during an outage. #acworks\xe2\x80\xa6 https://t.co/OhyDMccX94'
2019-07-30 16:36:02,"b'""Despite efforts to decrease hospital readmissions showing promise, the cost for these services continue to cost bi\xe2\x80\xa6 https://t.co/d8SDRXzdJJ'"
2019-07-30 16:35:20,"b'RT @USGSA: #TipTuesday - In an #emergency, GSAAdvantage!\xc2\xae Disaster Relief Purchasing Program provides federal agencies with supplies and eq\xe2\x80\xa6'"
2019-07-30 16:34:20,"b'RT @HoxworthUC: #CRITICAL APPEAL: Due to multiple traumas &amp; organ transplants, Hoxworth is in #emergency need of red cells from ALL #bloodt\xe2\x80\xa6'"
2019-07-30 16:33:01,"b'Do you know who to call when you need help?\xc2\xa0\n\nKnowing when to call 911, 311 or the police non-emergency line at 416\xe2\x80\xa6 https://t.co/l5Cn20nY84'"
2019-07-30 16:31:55,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:29:57,"b'I need to go to Pakistan, ASAP @MIAuniverse help! #Emergency'"
2019-07-30 16:28:37,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:27:00,"b""At Drain Doctor #Birmingham #Plumbing and Drainage we're proud to provide an instant response to emergency plumbing\xe2\x80\xa6 https://t.co/hwKR60luD4"""
2019-07-30 16:23:48,"b'Climate Change Is Impacting Every Aspect of Modern Life, But the Press Fails to \xe2\x80\x9cConnect the Dots\xe2\x80\x9d\xe2\x80\xa6 https://t.co/ASwut7DBEP'"
2019-07-30 16:21:00,"b'#TipTuesday - In an #emergency, GSAAdvantage!\xc2\xae Disaster Relief Purchasing Program provides federal agencies with su\xe2\x80\xa6 https://t.co/BQ5NGHhkfy'"
2019-07-30 16:20:40,b'RT @Vloneslay: I never thought id see myself asking for help until times got rough for me and my family. \xf0\x9f\x98\x94 please if you cant help us atlea\xe2\x80\xa6'
2019-07-30 16:20:16,b'Don\xe2\x80\x99t miss this opportunity to get your Emergency First Aid certificate (good for 3 years) with Vanessa Carter!\xe2\x80\xa6 https://t.co/UNyPsJIh7l'
2019-07-30 16:19:49,b'Start eliminating debt now. #shawnesaid #travelissexy #financialfreedom #money #credit #debt #emergency #fund\xe2\x80\xa6 https://t.co/C0f4PrN4j5'
2019-07-30 16:19:02,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:18:47,b'Time is running out! Order your emergency preparedness calendars today! #prepare #disaster #emergency\xe2\x80\xa6 https://t.co/L80KLa9prS'
2019-07-30 16:18:05,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:15:29,"b'Looking forward to meeting you at this year\xe2\x80\x99s premier event for public safety officials, #APCO2019, and discuss abo\xe2\x80\xa6 https://t.co/NhwB7MHdYP'"
2019-07-30 16:15:27,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:15:24,b'Do you have a BBQ or another outdoor cooking appliance? Please remember in the event of a power outage that it\xe2\x80\x99s no\xe2\x80\xa6 https://t.co/RU0L92JJxr'
2019-07-30 16:14:21,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:12:41,b'RT @CTLocksmithsLtd: #Emergency call out to #lost #key situations.\nChanged #ignition lock or supplied &amp; programmed new #remotes. https://t.\xe2\x80\xa6'
2019-07-30 16:11:10,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:09:19,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:09:00,"b""The myopia of #RajivGandhi in #ShahBano was the most shameful act, 2nd only to his mother's #Emergency, in independ\xe2\x80\xa6 https://t.co/3SDMm0knHI"""
2019-07-30 16:08:59,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:08:46,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:06:29,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:06:00,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:05:54,b'RT @svraghunandan: @BloodAid @BloodDonorsIn @Blood_Donors_in @bloodgroups4u @NeedBloodBlr @BloodSure @Bloodhelpline @24helloblood @Indianbl\xe2\x80\xa6'
2019-07-30 16:05:44,b'RT @svraghunandan: @BloodAid @BloodDonorsIn @bloodgroups4u @Blood_Donors_in @NeedBloodBlr @BloodSure @Bloodhelpline @bloodcrosociety @24hel\xe2\x80\xa6'
2019-07-30 16:05:14,b'Both UK Subs AND 999 Co Headline EPIC and play all our favourites on December 8th. #PartyInParis #NastyNasty\xe2\x80\xa6 https://t.co/0E9ioqaObC'
2019-07-30 16:04:52,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:04:17,"b'RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'"
2019-07-30 16:03:46,"b""What's in your battery box? Protect your investment! High amp circuit breakers. Superior circuit protection made in\xe2\x80\xa6 https://t.co/2nABVmHShj"""
2019-07-30 16:03:41,"b'#Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9\xe2\x80\xa6 https://t.co/QNBHBVBoCn'"
2019-07-30 15:57:31,"b'RT @EmroApp: ""Friendship is a gift. A true gift.\nCherish and live it and make the most of it."" Thank you all for being a friend and partner\xe2\x80\xa6'"
2019-07-30 15:54:18,b'PREPaRE training is great for #schools committed to #improving and #strengthening their #schoolsafety and\xe2\x80\xa6 https://t.co/E4FxfdhHgn'
2019-07-30 15:45:05,b'NEED #EMERGENCY #HELP? #BurstPipe #DIYPlumbing? #WaterDamage? #Overflow? Call 844 EMERG-NC! Consumer Direct Insuran\xe2\x80\xa6 https://t.co/jkOyhNV9MZ'
2019-07-30 15:44:32,"b'RT @BeReadyUtah: #Prepare: @BeReadyUtah needs your help. Be an example to friends, family, co-workers, and neighbors. Show them how you hav\xe2\x80\xa6'"
2019-07-30 15:35:33,b'This is #Important in an #Emergency https://t.co/TrzizIuOt1'
2019-07-30 15:35:33,b'#WhatWouldYouDo? NEED #EMERGENCY #StormDamage HELP?#Restoration? #Reconstruction? #WaterDamage? #LightningStrike\xe2\x80\xa6 https://t.co/dd20VgaaMx'
2019-07-30 15:33:31,b'RT @DamienSorrow: Ms. Pat: Life Saving Titties\nhttps://t.co/7raJURY8JN\n#MsPat #LifeSavingTitties #ThisIsNotHappening #Emergency #AriShaffir\xe2\x80\xa6'
2019-07-30 15:25:20,b'#RESISTANCE #REDALERT #DUMPTRUMP #EMERGENCY #BREAKINGNEWS #TRUMPRUSSIA #MOSCOWMITCH\n\nShep Smith calls out Moscow Mi\xe2\x80\xa6 https://t.co/39ByLAZkPV'
2019-07-30 15:20:13,"b'#Prepare: @BeReadyUtah needs your help. Share emergency preparedness ideas with friends, family, co-workers, and ne\xe2\x80\xa6 https://t.co/tfROSBLcO3'"
2019-07-30 15:19:48,"b""My next public course is on the 16th August. It's the HSE 1 day course and you can book now - simple! #firstaid\xe2\x80\xa6 https://t.co/4zboz9INyW"""
2019-07-30 15:10:06,"b""RT @Q_Fill: Tough times don't last. Tough and prepared people do.\nhttps://t.co/dYG8WMj2iP\n\n#preparedness #hurricaneprep #hurricanestrong #t\xe2\x80\xa6"""
2019-07-30 15:04:20,"b""Dai un'occhiata alla mia foto su @twenty20app. Stones design of 112,  phone number for free emergency telephone num\xe2\x80\xa6 https://t.co/jUI1RNNEnO"""
2019-07-30 15:02:31,"b'Want to learn more about this case, head to https://t.co/TyCGcDxrLg \xf0\x9f\x91\x89https://t.co/spGCdPRrvh\n\n#healing #medicine\xe2\x80\xa6 https://t.co/wcJOAgx2Yh'"
2019-07-30 15:00:40,"b""Tough times don't last. Tough and prepared people do.\nhttps://t.co/dYG8WMj2iP\n\n#preparedness #hurricaneprep\xe2\x80\xa6 https://t.co/qSZNEjJQUR"""
2019-07-30 15:00:28,"b'In a #plumbing #emergency, do you know how to shut off your water? We can help. #Brooklyn https://t.co/0t5ul3AmO6'"
2019-07-30 14:58:28,b'RT @Advantahc: New #Paediatricians and #Emergency Physicians arriving into the #UK this week and next!\n\nIf your department needs large grou\xe2\x80\xa6'
2019-07-30 14:58:25,b'RT @SpeechFree911: Remove the barriers to \xf0\x9f\x93\xb1&amp;\xe2\x8c\x9a\xef\xb8\x8f#Emergency Callers not being able to verbally #communicate their Emergency location or situat\xe2\x80\xa6'
2019-07-30 14:58:00,b'RT @SpeechFree911: SafeTracer provides #Emergency Caller location finding &amp; @SpeechFree911 #communication exclusively for the \xe2\x80\x9cPublic\xe2\x80\x9d faci\xe2\x80\xa6'
2019-07-30 14:56:07,"b'RT @GreyMattersPR: Give way to #emergency vehicles or give away \xe2\x82\xb910,000.\n\nMotor Vehicles (Amendment) Bill makes it mandatory to give way to\xe2\x80\xa6'"
2019-07-30 14:56:06,"b'RT @mrpresidentsay_: Exercising my #rights to #free #speech, #resist tyranny, &amp; #freedom. \n\nMr. President, Say What?! sells for $17.76 (pap\xe2\x80\xa6'"
2019-07-30 14:55:41,b'#Chichester #freemasons pleased to offer their support to  @airambulancekss Air Ambulance KSS #charity providing\xe2\x80\xa6 https://t.co/bV5gLWkasc'
2019-07-30 14:51:51,b'@wasimakhtar1955 #shameonyou and #shameongovt nothing developed in past several year and no infrastructure planning\xe2\x80\xa6 https://t.co/nIe3hPTVYC'
2019-07-30 14:49:13,b'RT @OccupyRedding: PLEASE SHARE VIDEO ! Is #Redding #California Dying Part 2 https://t.co/ZriNxkYULE @Mariafoscarinis @GotNoPlace @Ntl_Home\xe2\x80\xa6'
2019-07-30 14:48:56,b'Floor marking can help improve response to fire-related emergencies in any facility. Learn how it can add visibilit\xe2\x80\xa6 https://t.co/P3XxItD6YG'
2019-07-30 14:44:00,b'Roadside Assistance San Diego County \n\nhttps://t.co/1rJPfiSR38\n\n#RoadsideAssistance #SanDiegoCounty \n#emergency\xe2\x80\xa6 https://t.co/oWXTjz5CUP'
2019-07-30 14:38:44,b'Do you like wrestling/lucha libre/puroresu??? #Emergency'
2019-07-30 14:31:38,b'https://t.co/7JZv0BIW6m\n\n60 with PTSD!\n\nPlease help! #charity #Homeless #leicester #giving #community\xe2\x80\xa6 https://t.co/VSnKB2gBql'
2019-07-30 14:30:47,b'Water may be an essential part of our lives but it can cause serious damage to your home or office. Service Master\xe2\x80\xa6 https://t.co/uhhGogAJLx'
2019-07-30 14:30:30,"b'Are you looking for #shopfitting companies #Romford, #London?\n\nEmergency Shopfitters Ltd experienced, friendly and\xe2\x80\xa6 https://t.co/YJyunru0KE'"
2019-07-30 14:30:30,b'The #ExtinctionRebellion symbol appearing around the #world provides a potent visual message that time is running o\xe2\x80\xa6 https://t.co/xsKM2MSBDP'
2019-07-30 14:29:10,"b'Low battery? \nPull, plug, stick n speak! \nAvailable online: https://t.co/kaXNYTvxcU\n#smartphone #batteries\xe2\x80\xa6 https://t.co/YK505puLRY'"
2019-07-30 14:15:00,b'RT @RegencyDRT: Do you know what to do if you find yourself trapped in your car during a flood?\n\nFollow us for more!\n\n#regencydrt #flood #w\xe2\x80\xa6'
2019-07-30 14:12:34,b'RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters'
2019-07-30 14:08:19,"b'Watch out for emergency vehicles, life happens to fast, hope for a speedy recovery Ryan  #safety #emergency\xe2\x80\xa6 https://t.co/mUrLORKDeC'"
2019-07-30 14:07:42,b'RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters'
2019-07-30 14:07:23,"b'RT @BloodAid: #Hyderabad #Emergency Need O-ve #blood platelets for #Dengue fighter baby @ Anupama hospital, Kukatpally. Call 9912208685 #Bl\xe2\x80\xa6'"
2019-07-30 14:07:11,b'RT @BloodAid: #Secunderabad #Emergency Need Any group #blood @ Gandhi hospital. Call 9704439059 #BloodAid via @AkshayReddy_K cc @warasiguda\xe2\x80\xa6'
2019-07-30 14:06:36,"b'On July 29, 2019, #SarvodayaHospital &amp; Research Centre organised an interactive &amp; educative hands-on #workshop on\xe2\x80\xa6 https://t.co/8ZW2CjGELj'"
2019-07-30 14:05:22,b'Inspecting your Septic System and Holding Tanks is critical to Catching a problem early with preventative services\xe2\x80\xa6 https://t.co/hfkmPgFbun'
2019-07-30 14:04:47,"b'RT @HoxworthUC: #CRITICAL APPEAL: Due to multiple traumas &amp; organ transplants, Hoxworth is in #emergency need of red cells from ALL #bloodt\xe2\x80\xa6'"
2019-07-30 14:01:47,"b'""Friendship is a gift. A true gift.\nCherish and live it and make the most of it."" Thank you all for being a friend\xe2\x80\xa6 https://t.co/hxfNHXIoQf'"
2019-07-30 14:01:27,b'Do you know what to do if you find yourself trapped in your car during a flood?\n\nFollow us for more!\n\n#regencydrt\xe2\x80\xa6 https://t.co/gaZYvVoJpk'
2019-07-30 14:00:20,"b'Today, the Vice President and the Principal Secretary of the Department for Disaster of #Malawi visited ACT Allianc\xe2\x80\xa6 https://t.co/60E9enuzYj'"
2019-07-30 13:57:44,"b'#EMERGENCY, EMERGENCY, PROCEED WITH #CAUTION https://t.co/6qxjCrN8OU'"
2019-07-30 13:41:43,"b'RT @barbaravitali2: Happy Birthday to #RobertFuller July 29,1933 #TeenageThunder #TheHardRide #ReturnOfTheSeven #Emergency https://t.co/Kst\xe2\x80\xa6'"
2019-07-30 13:35:24,b'We know when it goes wrong it sometimes goes wrong in a big way! If your ever #stuck like Renault #moving products\xe2\x80\xa6 https://t.co/LClcxV9CUB'
2019-07-30 13:35:00,b'Sometimes it\xe2\x80\x99s the right tools. Sometimes it\xe2\x80\x99s experience. \nSometimes it\xe2\x80\x99s both. \n\n#TreeJob\n\n#Atlanta\xe2\x80\xa6 https://t.co/robPbtQ2qb'
2019-07-30 13:32:45,b'RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters'
2019-07-30 13:30:22,b'RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters'
2019-07-30 13:29:55,"b'Of course #IndiraGandhi had her grave faults (#Emergency!"" @arunjaitley @narendramodi @amitshah et al keep shouting\xe2\x80\xa6 https://t.co/H3VPoEgFny'"
2019-07-30 13:28:02,b'RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters'
2019-07-30 13:15:56,b'RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters'
2019-07-30 13:15:04,b'RT @dsolutionsllc: Good morning #Disaster Solutions #community! Get your #family #prepared today at https://t.co/x8MO0mfy3J #emergency #flo\xe2\x80\xa6'
2019-07-30 13:14:48,b'#WhatWouldYouDo? NEED #EMERGENCY #StormDamage HELP?#Restoration? #Reconstruction? #WaterDamage? #LightningStrike\xe2\x80\xa6 https://t.co/6SURBJe7dn'
2019-07-30 13:14:25,b'RT @Gunjan9732: #Patna #emergency need blood\n#Patient  dinesh deshra\n#Age  3  #Patient from deoghar\n#Problem  blood cancer\n#Blood group  0+\xe2\x80\xa6'
2019-07-30 13:11:09,"b'While everyone is expectant about the #BBNaijaTwist tonight,\nDo not forget to follow this simple #SafetyTip.\nStay S\xe2\x80\xa6 https://t.co/Uc4TEwdlB0'"
2019-07-30 13:09:25,"b""RT @VaDOTHR: Did you know Virginia's Sales Tax Holiday includes items such as radios, flashlights, generators and other #emergency prepared\xe2\x80\xa6"""
