,time,text,lat,lon,label
0,2019-07-30 16:45:02,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.75430537247757,-74.14492682761593,1
1,2019-07-30 16:43:29,"RT @HoxworthUC: #CRITICAL APPEAL: Due to multiple traumas &amp; organ transplants, Hoxworth is in #emergency need of red cells from ALL #bloodt\xe2\x80\xa6'",40.85665800803604,-74.10160481742815,1
2,2019-07-30 16:43:00,"RT @terapump_socal: No Leak, No Hassle and No Worries. https://t.co/enPWSBgqvr #TRFA01 #emergency #safetyfirst #beprepared #pump #handy htt\xe2\x80\xa6'",40.625145528926026,-73.77115921299041,0
3,2019-07-30 16:42:56,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.87132299103511,-73.76607505000922,1
4,2019-07-30 16:42:19,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.619936765458434,-73.99265337193975,1
5,2019-07-30 16:41:48,"RT @sophiaxiomara: I really need #help. Please #rt or #donate if you can. $deatroit https://t.co/evPaMlqFcc I need #medicine and I'm still\xe2\x80\xa6""",40.854949334203965,-74.24481610174107,1
6,2019-07-30 16:40:42,RT @JermarcusRobin2: #RESISTANCE #REDALERT #DUMPTRUMP #EMERGENCY #BREAKINGNEWS #TRUMPRUSSIA #MOSCOWMITCH\n\nShep Smith calls out Moscow Mitch\xe2\x80\xa6',40.69712242658297,-74.04641949348532,0
7,2019-07-30 16:38:48,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.63151810646031,-74.02687386039455,1
8,2019-07-30 16:36:14,Stay emergency prepared if at all possible.  Contact us for your power solutions during an outage. #acworks\xe2\x80\xa6 https://t.co/OhyDMccX94',40.61172694280649,-73.75337401330262,1
9,2019-07-30 16:36:02,"""Despite efforts to decrease hospital readmissions showing promise, the cost for these services continue to cost bi\xe2\x80\xa6 https://t.co/d8SDRXzdJJ'",40.80463564741446,-73.99608480351858,0
10,2019-07-30 16:35:20,"RT @USGSA: #TipTuesday - In an #emergency, GSAAdvantage!\xc2\xae Disaster Relief Purchasing Program provides federal agencies with supplies and eq\xe2\x80\xa6'",40.622618752038576,-74.12793152558723,1
11,2019-07-30 16:34:20,"RT @HoxworthUC: #CRITICAL APPEAL: Due to multiple traumas &amp; organ transplants, Hoxworth is in #emergency need of red cells from ALL #bloodt\xe2\x80\xa6'",40.561330950937226,-74.03193837895374,1
12,2019-07-30 16:33:01,"Do you know who to call when you need help?\xc2\xa0\n\nKnowing when to call 911, 311 or the police non-emergency line at 416\xe2\x80\xa6 https://t.co/l5Cn20nY84'",40.62439948692285,-74.00734563032516,1
13,2019-07-30 16:31:55,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.87712306689669,-73.79856465810991,1
14,2019-07-30 16:29:57,"I need to go to Pakistan, ASAP @MIAuniverse help! #Emergency'",40.58232282908649,-73.97571472678875,0
15,2019-07-30 16:28:37,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.54652046334617,-74.14258410774984,1
16,2019-07-30 16:27:00,"At Drain Doctor #Birmingham #Plumbing and Drainage we're proud to provide an instant response to emergency plumbing\xe2\x80\xa6 https://t.co/hwKR60luD4""",40.62400766735927,-73.96863754866172,0
17,2019-07-30 16:23:48,"Climate Change Is Impacting Every Aspect of Modern Life, But the Press Fails to \xe2\x80\x9cConnect the Dots\xe2\x80\x9d\xe2\x80\xa6 https://t.co/ASwut7DBEP'",40.709283765405054,-73.88321167074609,0
18,2019-07-30 16:21:00,"#TipTuesday - In an #emergency, GSAAdvantage!\xc2\xae Disaster Relief Purchasing Program provides federal agencies with su\xe2\x80\xa6 https://t.co/BQ5NGHhkfy'",40.59849709152694,-73.96693996924841,1
19,2019-07-30 16:20:40,RT @Vloneslay: I never thought id see myself asking for help until times got rough for me and my family. \xf0\x9f\x98\x94 please if you cant help us atlea\xe2\x80\xa6',40.73521328686733,-73.84292484547886,1
20,2019-07-30 16:20:16,Don\xe2\x80\x99t miss this opportunity to get your Emergency First Aid certificate (good for 3 years) with Vanessa Carter!\xe2\x80\xa6 https://t.co/UNyPsJIh7l',40.58442267082893,-74.23226567650376,0
21,2019-07-30 16:19:49,Start eliminating debt now. #shawnesaid #travelissexy #financialfreedom #money #credit #debt #emergency #fund\xe2\x80\xa6 https://t.co/C0f4PrN4j5',40.79777043524098,-73.95960485396975,0
22,2019-07-30 16:19:02,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.629416478228734,-73.81430910927318,1
23,2019-07-30 16:18:47,Time is running out! Order your emergency preparedness calendars today! #prepare #disaster #emergency\xe2\x80\xa6 https://t.co/L80KLa9prS',40.60372564351687,-73.80516921990322,1
24,2019-07-30 16:18:05,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.65334284859104,-73.87916822911258,1
25,2019-07-30 16:15:29,"Looking forward to meeting you at this year\xe2\x80\x99s premier event for public safety officials, #APCO2019, and discuss abo\xe2\x80\xa6 https://t.co/NhwB7MHdYP'",40.64181610371773,-74.20571936129284,0
26,2019-07-30 16:15:27,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.8219861992526,-73.93830973066923,1
27,2019-07-30 16:15:24,Do you have a BBQ or another outdoor cooking appliance? Please remember in the event of a power outage that it\xe2\x80\x99s no\xe2\x80\xa6 https://t.co/RU0L92JJxr',40.8020973903051,-73.76383688601413,0
28,2019-07-30 16:14:21,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.55205738649439,-74.21944438180294,1
29,2019-07-30 16:12:41,RT @CTLocksmithsLtd: #Emergency call out to #lost #key situations.\nChanged #ignition lock or supplied &amp; programmed new #remotes. https://t.\xe2\x80\xa6',40.71845321923557,-74.21780535054836,0
30,2019-07-30 16:11:10,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.63167938023944,-74.00976660636778,1
31,2019-07-30 16:09:19,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.762085727164184,-73.79161916699962,1
32,2019-07-30 16:09:00,"The myopia of #RajivGandhi in #ShahBano was the most shameful act, 2nd only to his mother's #Emergency, in independ\xe2\x80\xa6 https://t.co/3SDMm0knHI""",40.64625985127388,-73.82679954795367,0
33,2019-07-30 16:08:59,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.83334482718208,-74.23569263250653,1
34,2019-07-30 16:08:46,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.632190294252425,-73.773686812067,1
35,2019-07-30 16:06:29,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.581004089414684,-74.06344974619162,1
36,2019-07-30 16:06:00,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.72453273803463,-73.77400496782461,1
37,2019-07-30 16:05:54,RT @svraghunandan: @BloodAid @BloodDonorsIn @Blood_Donors_in @bloodgroups4u @NeedBloodBlr @BloodSure @Bloodhelpline @24helloblood @Indianbl\xe2\x80\xa6',40.60115427004587,-73.93315087528528,0
